CRIM_Phrase_ID,CRIM_Mass_ID,Mass_Section_ID,Section_Phrase_Number,Start_Measure,Stop_Measure,Part,Text,,,,,,,,
,CRIM_Mass_0013,CRIM_Mass_0013_2,17,138,148,2,Amen.,,,,,,,,
,CRIM_Mass_0013,CRIM_Mass_0013_3,1,1,24,1,"Patrem omnipotentem, factorem caeli et terrae, visibilium omnium, et invisibilium.",,,,,,,,
,CRIM_Mass_0013,CRIM_Mass_0013_3,2,21,32,1,"Et in unum Dominum Iesum Christum, Filium Dei unigenitum.",,,,,,,,
,CRIM_Mass_0013,CRIM_Mass_0013_3,3,28,34,1,Et ex Patre natum ante omnia saecula.,,,,,,,,
,CRIM_Mass_0013,CRIM_Mass_0013_3,4,33,42,1,"Deum de Deo, lumen de lumine, Deum verum de Deo vero.",,,,,,,,
,CRIM_Mass_0013,CRIM_Mass_0013_3,5,40,51,1,"Genitum, non factum, consubstantialem Patri:",,,,,,,,
,CRIM_Mass_0013,CRIM_Mass_0013_3,6,47,53,1,per quem omnia facta sunt.,,,,,,,,
,CRIM_Mass_0013,CRIM_Mass_0013_3,7,52,68,1,"Qui propter non homines, et propter nostram salutem descendit de caelis.",,,,,,,,
,CRIM_Mass_0013,CRIM_Mass_0013_3,8,66,80,1,Et incarnatus est de Spiritu Sancto ex Maria Virgine:,,,,,,,,
,CRIM_Mass_0013,CRIM_Mass_0013_3,9,79,86,1,Et homo factus est.,,,,,,,,
,CRIM_Mass_0013,CRIM_Mass_0013_3,10,87,92,2,Crucifixus etiam pro nobis:,,,,,,,,
,CRIM_Mass_0013,CRIM_Mass_0013_3,11,91,107,2,"sub Pontio Pilato passus, et sepultus est.",,,,,,,,
,CRIM_Mass_0013,CRIM_Mass_0013_3,12,108,122,3,"Et resurrexit tertia die, secundum Scripturas.",,,,,,,,
,CRIM_Mass_0013,CRIM_Mass_0013_3,13,121,124,3,Et ascendit in caelum:,,,,,,,,
,CRIM_Mass_0013,CRIM_Mass_0013_3,14,123,132,3,sedet ad dexteram Patris.,,,,,,,,
,CRIM_Mass_0013,CRIM_Mass_0013_3,15,133,148,4,"Et iterum venturus est cum gloria, iudicare vivos et mortuos:",,,,,,,,
,CRIM_Mass_0013,CRIM_Mass_0013_3,16,149,155,4,cuius regni non erit finis.,,,,,,,,
,CRIM_Mass_0013,CRIM_Mass_0013_3,17,153,163,4,"Et in Spiritum Sanctum, Dominum, et vivificantem:",,,,,,,,
,CRIM_Mass_0013,CRIM_Mass_0013_3,18,159,165,4,qui ex Patre Filioque procedit.,,,,,,,,
,CRIM_Mass_0013,CRIM_Mass_0013_3,19,164,180,4,"Qui cum Patre et Filio simul adoratur, et conglorificatur:",,,,,,,,
,CRIM_Mass_0013,CRIM_Mass_0013_3,20,178,184,4,qui locutus est per Prophetas.,,,,,,,,
,CRIM_Mass_0013,CRIM_Mass_0013_3,21,182,191,4,Et unam sanctam catholicam et apostolicam Ecclesiam.,,,,,,,,
,CRIM_Mass_0013,CRIM_Mass_0013_3,22,188,200,4,Confiteor unum baptisma in remissionem peccatorum.,,,,,,,,
,CRIM_Mass_0013,CRIM_Mass_0013_3,23,200,214,4,Et expecto resurrectionem mortuorum.,,,,,,,,
,CRIM_Mass_0013,CRIM_Mass_0013_3,24,212,223,4,Et vitam venturi saeculi.,,,,,,,,
,CRIM_Mass_0013,CRIM_Mass_0013_3,25,215,224,4,Amen.,,,,,,,,
,CRIM_Mass_0013,CRIM_Mass_0013_4,1,1,35,1,Sanctus Dominus Deus Sabaoth.,,,,,,,,
,CRIM_Mass_0013,CRIM_Mass_0013_4,2,36,61,2,Pleni sunt caeli et terra gloria tua.,,,,,,,,
,CRIM_Mass_0013,CRIM_Mass_0013_4,3,62,99,3,Hosanna in excelsis.,,,,,,,,
,CRIM_Mass_0013,CRIM_Mass_0013_4,4,100,133,4,Benedictus qui venit in nomine Domini.,,,,,,,,
,CRIM_Mass_0013,CRIM_Mass_0013_5,1,1,25,1,"Agnus Dei, qui tollis peccata mundi:",,,,,,,,
,CRIM_Mass_0013,CRIM_Mass_0013_5,2,24,38,1,miserere nobis.,,,,,,,,
,,,,,,,"Agnus Dei, qui tollis peccata mundi:",,,,,,,,
,,,,,,,miserere nobis.,,,,,,,,
,CRIM_Mass_0013,CRIM_Mass_0013_5,3,39,75,2,"Agnus Dei, qui tollis peccata mundi:",,,,,,,,
,CRIM_Mass_0013,CRIM_Mass_0013_5,4,74,90,2,dona nobis pacem.,,,,,,,,
